item,id,name,artist,danceability,energy,key,mode,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
2803,6DEqHaJ3du3mR33mFFSTEA,Any Man,Eminem,0.885,0.789,10,0,-4.55,0.353,0.00919,0.0,0.154,0.807,94.99,173293
2804,4Bfd0PKB909ze84EQoOc3I,Greedy Bitches,Ghostface Killah,0.657,0.735,7,1,-4.778,0.395,0.0313,0.0,0.305,0.614,83.881,218693
2805,6jxMLt3OK1T9vojOsZ2VcK,Check The Vibe,Chris Webby,0.527,0.739,8,0,-6.311,0.0904,0.0922,0.0,0.385,0.615,156.193,216888
2806,2m9fyiIA1ADsjZTG9qcnQI,Loud,Mac Miller,0.635,0.866,1,1,-4.315,0.0402,0.00411,1.08e-05,0.391,0.254,140.013,170861
2807,5GO4rpfnM2lghVqEulTJUf,They Say,Common,0.654,0.702,4,0,-7.419,0.222,0.185,8.72e-06,0.0705,0.812,94.838,237040
2808,3MmroUbeZAgMWmZtjviKtH,We Up (feat. DMX),Chris Webby,0.79,0.664,2,1,-8.427,0.281,0.119,0.0,0.263,0.636,94.024,177585
2809,0pQynoxBL4AvYyt67pZ74x,Deep Cover,Dr. Dre,0.827,0.683,6,1,-5.985,0.18,0.0449,1.04e-06,0.179,0.376,95.024,226000
2810,7v0NXl6RTU9XMhHrUp0gQJ,E-Z on the Motion,Ghetto Concept,0.863,0.375,10,0,-11.878,0.433,0.0627,0.0,0.0998,0.42,93.027,238981
2811,5gAzHHzDAnuq9Ubf49OOZL,101 Razors (feat. Method Man),Lloyd Banks,0.606,0.546,4,0,-15.324,0.391,0.75,2.05e-05,0.0603,0.428,80.05,185993
2812,0ytOr0LQYHufwZtqUZZ6XL,RIOT,CLIQUES.,0.571,0.869,1,1,-4.824,0.165,0.0298,0.00643,0.108,0.226,174.087,297931
2813,02xhZhWcgS26FWoMUZdSg2,Brick City Mashin'!,Redman,0.837,0.779,1,1,-5.488,0.48,0.164,0.0,0.338,0.806,93.921,190640
2814,7For5xkbg73hqqYhRiVgNQ,Riots By Masked Men,C-Lance,0.8,0.834,6,1,-6.12,0.272,0.0487,0.0,0.0993,0.723,87.997,136381
2815,4RKMoU1x2JODejR4nndxL2,Innermost Hate,Vinnie Paz,0.506,0.91,8,1,-4.088,0.269,0.0443,0.0,0.401,0.665,172.008,250413
2816,4P921JouBCHVCHuwpn8Bm1,God Bless,Vinnie Paz,0.696,0.818,1,0,-4.919,0.207,0.0849,0.0,0.0964,0.352,91.926,171120
2817,7MBL1CgaB2HIZy7x1RoDUW,In the Middle of Nowhere,Vinnie Paz,0.694,0.814,2,1,-4.867,0.0397,0.0317,0.000134,0.0344,0.724,93.993,246600
2818,5P4ccouSFN7v3jQbXAXPAG,Man Down (feat. Chris Webby),Grieves,0.782,0.501,10,0,-7.681,0.408,0.0252,0.0,0.151,0.455,79.978,180530
2819,31G6jTLEpHwGs3vpQ7iUJM,Solitaire,Chris Webby,0.864,0.841,7,1,-5.073,0.293,0.247,0.0,0.0943,0.672,99.903,255872
2820,1zfFZIEs40u1ieu17CfK9t,Gold Toilets,Chris Webby,0.919,0.638,10,0,-4.342,0.172,0.0446,0.0,0.82,0.664,103.981,206000
2821,6qOApOzQziEbxDqcZuIJ65,"Apex (feat. Nems, Apathy, Anoyd, Mickey Factz & Ren Thomas)",Chris Webby,0.617,0.762,9,0,-5.273,0.365,0.011,0.0,0.612,0.35,172.251,399488
2822,4R8XY2fcKNW4zNug9Y1WLJ,Busta's Lament,A Tribe Called Quest,0.879,0.401,1,1,-7.632,0.453,0.00539,3.66e-06,0.0688,0.78,94.508,158733
2823,0ed6evAMZvewGh4UI9KkVU,Kick in the Door - 2014 Remaster,The Notorious B.I.G.,0.62,0.854,6,1,-5.578,0.628,0.103,0.0,0.402,0.671,179.801,286187
2824,7yBHF3ehNxm6E3MVY3SWCR,G'D Up,G-Unit,0.681,0.648,11,0,-3.655,0.188,0.0372,0.0,0.199,0.415,83.984,287027
2825,4NT3s0xTGzVEVt7NresWo9,Tread Lightly,Apathy,0.543,0.815,11,1,-7.415,0.299,0.00388,8.89e-06,0.183,0.548,184.033,189629
2826,6Aa7aDayiQHnUw1dUvdneZ,Donald Trump,Mac Miller,0.716,0.936,1,0,-4.968,0.123,0.0318,0.0,0.367,0.799,81.508,164523
2827,4La1K85XlDoEz8qMpxMunW,Chemically Imbalanced,Chris Webby,0.694,0.697,5,1,-5.435,0.309,0.248,0.0,0.0763,0.536,86.033,235440
2828,3pABqONrhhTpJMybJBpu0G,Royce & Reggie,Royce Da 5'9,0.547,0.752,1,1,-9.285,0.371,0.0569,0.0,0.0484,0.585,79.148,225097
2829,60pIgSZf3XRw3xDFiZ24Bm,Don Eladio,Vinnie Paz,0.388,0.89,1,1,-4.689,0.306,0.4,0.00245,0.192,0.644,182.004,189957
2830,1Cpm5gWwrJwIEd9jOol1eu,He Got Game,A-F-R-O,0.742,0.677,8,1,-13.005,0.471,0.526,0.0,0.121,0.902,94.987,139546
2831,18AzGJpXO9TA9ta09K0eme,The New Crown,Chinese Man,0.729,0.894,6,1,-3.573,0.148,0.477,0.0,0.292,0.636,79.978,273356
2832,7caP3UAf8ZtIMVpWfEIA4H,Battle Cry,Polo G,0.754,0.597,7,1,-7.809,0.38,0.212,0.0,0.0866,0.347,150.089,192080
2833,2fyy1r6XBbsiSSpKK20LKX,Effortless,Polo G,0.792,0.445,10,0,-7.871,0.544,0.00256,0.0,0.108,0.399,157.153,171467
2834,7oBW80497A8axagr4aC9U6,Finer Things,Polo G,0.506,0.45,2,1,-12.565,0.364,0.0683,0.000225,0.103,0.131,177.978,182387
2835,3NqCEpT8xsHdzpiRlM1kpS,Through Da Storm,Polo G,0.71,0.49,1,1,-9.832,0.246,0.128,0.0,0.0942,0.621,74.351,195587
2836,1EXgignL7eG2MHErBEAD5d,Deep Wounds,Polo G,0.661,0.572,1,1,-7.101,0.338,0.0149,0.0,0.175,0.339,159.961,180293
2837,4iIfKs9XOb9D2NJnPctPns,BST,Polo G,0.876,0.603,5,0,-9.148,0.28,0.0188,0.0,0.103,0.633,143.043,202680
2838,00TYv5NLZkKXq5KJZ6LMDt,Picture This,Polo G,0.831,0.604,0,1,-6.741,0.273,0.0316,0.0,0.091,0.406,87.955,165720
2839,1oc92BMKYkNxK17C2GtyRM,Distraction,Polo G,0.713,0.689,11,1,-5.99,0.255,0.16,0.0,0.136,0.63,156.934,171319
2840,6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,0.717,0.671,0,0,-5.077,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,160657
2841,5rSVQzJQ5nMUcFJDkJMfzL,First Place,Polo G,0.656,0.566,0,1,-9.501,0.339,0.0125,0.0,0.0655,0.563,137.215,199992
2842,3UnYMo1aeD0o8VtHy3R8cs,Neva Cared,Polo G,0.822,0.35,1,0,-12.207,0.574,0.0213,0.0,0.0757,0.346,77.528,186000
2843,1uMMWkJbsMkecvfx96d2F7,Gang WithMe,Polo G,0.818,0.331,1,1,-10.617,0.111,0.0152,0.0,0.119,0.326,85.064,192052
2844,0bytLQW2lHZf8QcSaXnGMc,Bottle Girls (feat. Polo G & Almighty Jay),Manifest,0.483,0.704,4,1,-3.588,0.186,0.531,0.0,0.116,0.427,83.855,135532
2845,6Y95jrYOOWDkh7uO6PSDBT,Bag Talk,Polo G,0.585,0.596,1,1,-5.677,0.353,0.0276,0.0,0.111,0.148,157.957,147436
2846,0mehSdTadpXbHAWTrnrIXO,Richer (feat. Polo G),Rod Wave,0.726,0.411,1,1,-12.929,0.0671,0.438,0.0,0.087,0.734,137.905,190459
2847,0ezwvY7TkCwDEkKR49084k,GANG GANG (with Lil Wayne),Polo G,0.752,0.563,3,0,-8.066,0.209,0.146,0.0,0.103,0.551,145.05,178776
2848,23OYT3SFtoJqhiAUqktbc1,No Return (with The Kid LAROI & Lil Durk),Polo G,0.479,0.645,5,0,-7.336,0.302,0.135,0.0,0.0825,0.381,155.057,168729
2849,6vQnpXl0KvwTfLpIhoOLHc,Boom,Polo G,0.738,0.658,5,0,-7.44,0.269,0.0344,0.0,0.419,0.39,128.208,126625
2850,6Q7Tv7ZxmoOokvuPchcaO1,Heart of a Giant (with Rod Wave),Polo G,0.802,0.588,8,1,-6.768,0.137,0.498,0.0,0.111,0.522,87.501,168765
2851,0NvHg9fiix03UG7hdYx6DI,So Real,Polo G,0.708,0.512,0,1,-8.963,0.0624,0.208,0.0,0.149,0.42,87.487,164725
2852,7Cj3tnMCpXpHgE8CIISbGq,Bloody Canvas,Polo G,0.772,0.48,6,0,-11.392,0.46,0.242,0.0,0.0975,0.339,91.047,265404
2853,25qk9xa71F1POdI4vj7rbi,Black Hearted,Polo G,0.506,0.563,1,0,-7.664,0.411,0.0326,0.0,0.0856,0.153,168.146,190509
2854,62l3NSQPUxvcwwzKUmysrE,Bad Man (Smooth Criminal),Polo G,0.882,0.662,0,1,-6.382,0.242,0.0124,0.0,0.106,0.57,120.034,106000
2855,5Y3ID1NKAg8qydyVCrM7ji,Partin Ways,Polo G,0.744,0.439,1,0,-11.891,0.0632,0.424,0.0,0.104,0.39,124.008,170323
2856,65rA5ARQlIA4HG2KWypW3g,Decisions,Polo G,0.496,0.591,7,0,-8.615,0.573,0.0981,0.0,0.0871,0.286,159.941,159000
2857,77x803JvSzXFUOXYpqrDHP,Piano G,Polo G,0.479,0.714,1,1,-7.689,0.258,0.111,0.0,0.122,0.239,149.868,181373
2858,127IjU4PRiGTbFm2xPXLTn,Fortnight,Polo G,0.53,0.555,4,0,-8.495,0.438,0.0902,0.0,0.156,0.29,108.546,129571
2859,4SIB2yxKoFOrbkjA4zfQbB,Beautiful Pain (Losin My Mind),Polo G,0.597,0.477,1,0,-9.638,0.642,0.137,0.0,0.113,0.512,80.382,171442
2860,4dKe8YJZg545pXqWBksYIe,No Matter What,Polo G,0.539,0.705,11,1,-6.89,0.284,0.111,0.0,0.093,0.456,83.367,199458
2861,40j4RoqmLiivqzRObbQ4BF,I Know,Polo G,0.807,0.665,5,0,-5.249,0.276,0.0919,0.0,0.0788,0.557,164.964,176575
2862,192RjH0gN6en7nE6ElN96T,Wishing For A Hero (feat. BJ The Chicago Kid),Polo G,0.562,0.589,7,1,-7.509,0.265,0.0679,0.0,0.0684,0.188,88.903,184444
2863,2iW6Hb6kfrz2K7EhPibFiq,33,Polo G,0.732,0.462,5,0,-10.191,0.406,0.126,0.0,0.12,0.117,180.067,170057
2864,4PklAHGXT5ityno3IA8SKd,Go Stupid,Polo G,0.92,0.833,1,1,-3.18,0.253,0.0277,0.0,0.0596,0.645,141.034,165726
2865,6YIHCgaDKTmyRH1yUXUKSE,Hood Scars 2 (with Lil Tjay),J.I the Prince of N.Y,0.73,0.581,1,0,-8.032,0.44,0.314,0.0,0.141,0.156,123.441,218144
2866,0UPBidRYcgJ2mjZlk08V8x,F.N,Lil Tjay,0.562,0.502,6,0,-10.269,0.255,0.323,0.0,0.0757,0.322,120.104,224000
2867,0BjQrpj2lmuRluaxgs0jcx,Ready for War (feat. Lil Tjay),Street Ruff Money,0.775,0.586,8,1,-7.128,0.0606,0.263,0.0,0.305,0.419,124.947,201300
2868,6GiOnqCGSAlSFDJeE175If,Long Time,Lil Tjay,0.767,0.492,5,0,-9.364,0.308,0.0264,0.0,0.311,0.194,151.986,202520
2869,0oZLrSowLY70rA33wJqTuk,Pa$to,Lil Tjay,0.744,0.827,9,0,-3.714,0.102,0.659,0.0,0.0432,0.713,125.062,234480
2870,4YrS33mjBWWchoLJTkAKwt,Go In,Lil Tjay,0.799,0.698,9,0,-5.947,0.169,0.125,0.0,0.0778,0.799,121.998,254963
2871,2cny5OSTr2976U3o018GoV,[The Jackie] (with J. Cole & Lil Tjay),Bas,0.784,0.473,8,1,-6.139,0.0523,0.33,0.0,0.278,0.635,128.014,204434
2872,4Hqh0dS4x07zuRw6eBTO7p,20/20,Lil Tjay,0.886,0.336,4,1,-12.779,0.239,0.557,0.0,0.0933,0.536,100.044,230448
2873,2BJWxD8xKrDv8vneTvTIm9,Beat the Odds,Lil Tjay,0.498,0.625,8,0,-7.452,0.342,0.054,0.0,0.175,0.478,84.821,150000
2874,6PQK1Y3Dl6dym9pj0y9Chy,Give You What You Want,Lil Tjay,0.691,0.656,10,0,-5.673,0.0679,0.222,0.00111,0.153,0.393,89.467,159331
2875,2JjmrkxlIHkl76tHHW3bVh,In Too Deep,Rasandra,0.481,0.391,8,1,-15.909,0.441,0.0429,0.0,0.246,0.585,174.235,203799
2876,1Tfq54FMerlfH5gIi3UMyU,Best Friends 4L (feat. Lil Tjay),YNW Melly,0.735,0.489,7,0,-10.021,0.0497,0.0216,0.0,0.0977,0.327,120.007,160000
2877,5shQWg4uYedbUEoqnwG5ds,24 Hrs (feat. Lil Tjay),Kaash Paige,0.528,0.417,8,0,-9.803,0.188,0.39,0.0,0.101,0.08,100.422,167946
2878,6x8V3kUNlhVbwRbVP0QeSS,Lying (feat. Lil Tjay),PRETTYMUCH,0.594,0.75,11,0,-3.693,0.0625,0.00367,0.0,0.166,0.328,142.023,203676
2879,32ypPhtgTaETvFn3ZIHXTW,Fade Away,The Kid LAROI,0.726,0.414,9,0,-12.296,0.269,0.406,0.0,0.0713,0.47,150.009,179252
2880,7x9Am1UW3C5yCZLSysEWxX,Leaked (feat. Lil Wayne) - Remix,Lil Tjay,0.516,0.611,7,1,-8.007,0.325,0.729,0.0,0.0836,0.3,97.082,200533
2881,1M3tJP96RKySKjSDKrxBy7,No Escape,Lil Tjay,0.729,0.525,9,0,-9.807,0.187,0.303,0.0,0.111,0.29,93.681,224613
2882,5qDsijQM75KTdv3RtSPx91,Hold On,Lil Tjay,0.691,0.602,9,0,-6.807,0.209,0.123,0.0,0.0637,0.685,151.987,189480
2883,5JtvedSVWW9McnoEAPJwQm,Sex Sounds,Lil Tjay,0.857,0.427,8,1,-8.638,0.112,0.281,0.0,0.108,0.366,130.033,162453
2884,671qmOyhzkza64D9fMhN7k,Post To Be (feat. Rileyy Lanez),Lil Tjay,0.718,0.661,6,0,-7.991,0.131,0.0899,0.0,0.133,0.49,145.877,189053
2885,4jkalyYVL46RGyWphOzphd,Decline (feat. Lil Baby),Lil Tjay,0.474,0.589,0,0,-7.292,0.141,0.445,0.0,0.139,0.51,113.202,225013
2886,2wUwC1gBJIC05JH87v2hgN,Brothers (feat. Lil Durk) - Remix,Lil Tjay,0.688,0.489,2,0,-7.627,0.173,0.619,0.0,0.153,0.559,85.404,210120
2887,375PG35fYzLTG6jkrJbegL,Mixed Emotions,Lil Tjay,0.644,0.502,10,1,-9.57,0.42,0.394,0.0,0.142,0.431,113.93,181747
2888,6jZpJ2ICWIbQaocjFHXnMj,Top of My Game,Lil Tjay,0.53,0.405,8,1,-12.614,0.397,0.16,0.0,0.0534,0.577,84.604,147813
2889,1Nfht0uva6GtUwZB05aHcr,Dream That I Had,Lil Tjay,0.779,0.543,7,0,-10.763,0.0889,0.0195,0.0,0.0996,0.33,109.952,165813
2890,3J4A8aojSB2mBTuzczisHA,Goat,Lil Tjay,0.835,0.681,5,0,-7.004,0.239,0.12,0.0,0.358,0.469,137.018,242453
2891,375tzmoW3QegQYqcljebOW,Destined 2 Win,Lil Tjay,0.621,0.304,4,0,-8.93,0.0566,0.746,0.0,0.0889,0.481,84.974,63486
2892,3J8EOeKLTLXORtWPpOU5bE,Calling My Phone,Lil Tjay,0.907,0.393,4,0,-7.636,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458
2893,71sCy1XpXl9rxTEu4XIPcR,Losses - Bonus,Lil Tjay,0.848,0.457,0,1,-10.118,0.293,0.153,0.0,0.115,0.227,100.018,195649
2894,05WIYJYtnZHUmL1uuYmvY1,Move On - Bonus,Lil Tjay,0.31,0.722,7,1,-5.348,0.0813,0.287,0.0,0.345,0.349,86.693,177528
2895,5TWDEpnXNbkigqoxg1cX4J,What You Wanna Do,Lil Tjay,0.523,0.56,2,1,-9.591,0.232,0.0185,0.000506,0.103,0.124,86.123,245181
2896,5fE4atLXhuXBOyZ05xV20o,Hood Rich,Lil Tjay,0.745,0.667,2,1,-6.228,0.129,0.479,0.0,0.137,0.391,97.525,189886
2897,5zskkaTSsSsdyeeJxKiTpj,Life Changed,Lil Tjay,0.654,0.597,10,0,-7.755,0.253,0.106,0.0,0.0934,0.567,159.783,180025
2898,0DcjZHcCkc8DlRnZI0hagv,Move (feat. Saweetie),Lil Tjay,0.807,0.541,4,0,-7.307,0.169,0.39,0.0,0.383,0.447,95.024,214536
2899,3AmqJsyZDFA8EHC461R7bY,Born 2 Be Great,Lil Tjay,0.593,0.512,8,0,-7.837,0.0737,0.58,0.0,0.0996,0.192,95.733,170000
2900,7gVf2nWUXoeZHGmXF6SNHz,Slow Down,Lil Tjay,0.671,0.736,1,1,-4.43,0.119,0.314,0.0,0.0846,0.254,87.817,171860
2901,7pfTDBYbiNqQxOUOMww9tO,Nuf Said,Lil Tjay,0.597,0.434,11,0,-10.161,0.648,0.613,0.0,0.093,0.6,80.233,99755
2902,1zAhyJGJ8xDCqLtUbcuCZf,Irregular Love,Lil Tjay,0.587,0.497,5,1,-10.454,0.507,0.733,6.84e-06,0.336,0.57,111.929,138409
2903,2ULQtFHTzUK0DqcqWUlXxw,Love Hurts (feat. Toosii),Lil Tjay,0.712,0.404,5,0,-7.594,0.12,0.32,0.0,0.121,0.548,139.991,222367
2904,036UfY22ma3Qs80k5gafkd,Gang Gang,Lil Tjay,0.834,0.489,5,0,-11.035,0.381,0.176,0.0,0.142,0.554,130.962,230840
2905,1O7DB16MQdAQVrybpA7GNW,Shoot for the Stars (feat. Fivio Foreign),Lil Tjay,0.744,0.695,6,1,-6.773,0.125,0.0504,0.0,0.0829,0.501,143.028,147135
2906,0Junu3e7oARNdpIsOV5LNu,City on My Back,Lil Tjay,0.474,0.546,5,0,-7.201,0.268,0.0924,1.45e-06,0.153,0.244,140.707,204259
2907,2GvLrzHFkubyVdc7Yv8fOD,Ice Cold,Lil Tjay,0.591,0.627,1,1,-6.117,0.157,0.0696,0.0,0.127,0.0717,175.871,200000
2908,6JQjBgQXFgeczP7ctkilMO,Forever in My Heart,dafenix,0.779,0.257,0,1,-13.356,0.401,0.792,0.0,0.129,0.423,120.015,144149
2909,2ACfqsaZ0YLLtX8IIyvAU2,Ride for You,Austin Cap,0.851,0.55,4,0,-7.075,0.119,0.0371,0.0,0.119,0.811,107.016,206629
2910,5jj23O1g30AfqOOeD4GEdM,I Promise,Tjay,0.707,0.665,7,0,-4.866,0.0779,0.502,0.0,0.104,0.394,140.208,193771
2911,2ECC831LVH8TtCc3sBb25t,Moods,Scorey,0.846,0.515,11,0,-10.202,0.309,0.0708,0.0,0.112,0.354,89.994,138792
2912,0LeAeGDrF4nuPTscn9FBQl,156 Hudson,Scorey,0.848,0.569,2,1,-6.704,0.0569,0.0715,0.0,0.113,0.267,84.538,147692
2913,2mnTN6AfrKpqPzRystrGoj,Oh Well,Scorey,0.788,0.481,2,1,-8.673,0.464,0.0488,0.0,0.138,0.62,169.933,135529
2914,3Q4y7VHYG5f0MZkdpETbsI,Wildest Dreams,Scorey,0.631,0.643,1,0,-8.317,0.0466,0.0774,0.0,0.105,0.476,160.009,156000
2915,2AXxLnCJ4bLbwTMJ09WtqI,No Names,Scorey,0.853,0.467,1,1,-9.602,0.239,0.0148,0.0,0.133,0.475,85.483,145965
2916,4vGOOxw6otkG2hgNyGvT9h,Don't Blame Him,Scorey,0.798,0.41,11,1,-10.007,0.176,0.108,0.0,0.152,0.614,141.013,190638
2917,6HnxpzcWO6mXbaGuzqdf3i,Girls Love Rod Wave,Scorey,0.616,0.653,5,0,-6.699,0.307,0.487,0.0,0.119,0.561,84.882,130965
2918,2lCksaXDjYoYBiBtODuNFG,Get Money (feat. Polo G),Scorey,0.61,0.552,1,1,-9.601,0.0651,0.0682,0.0,0.0727,0.272,89.814,138818
2919,6azmOpaH00gOp6QkFSmJ34,Bad Role Model,Scorey,0.835,0.445,1,1,-8.565,0.128,0.286,0.0,0.0809,0.24,139.905,168000
2920,0qGrMBVSwwCZzkpFvjGl0j,Wedding Vows,Scorey,0.772,0.581,7,1,-7.493,0.0745,0.0358,0.0,0.078,0.265,92.474,155648
2921,5WF6qNrmMis68iRBVaM7UV,All Falls Down,Scorey,0.707,0.67,4,1,-7.312,0.0759,0.0349,0.000393,0.0809,0.656,150.966,155762
2922,0LwZjpeiM0f28VpFvqOSYQ,Guns And Roses,Scorey,0.719,0.648,4,0,-7.76,0.0501,0.109,0.0,0.0724,0.731,77.006,174545
2923,72Yn2jzT3cCXPx9Ny4m8wi,Cradle To The Grave,Scorey,0.511,0.545,0,1,-8.493,0.288,0.0415,0.0,0.467,0.456,82.582,174545
2924,2kZRd9tFbciz1xuYJNbyew,Goodbye (feat. Lil Poppa),Scorey,0.785,0.58,0,0,-7.415,0.0867,0.0674,1.81e-05,0.171,0.22,95.014,168554
2925,2kb3Gu2TGDjZfiDLZrp8Ry,In the Crib,Scorey,0.747,0.596,4,1,-8.546,0.0527,0.187,1.21e-06,0.192,0.392,92.527,175667
2926,6IbwReeNdbrXeXf6k3VkpT,Math Scholars,Scorey,0.742,0.739,1,0,-5.481,0.148,0.263,0.0,0.166,0.495,150.071,153652
2927,5C7ezisQUdUMXZF1LVvLeb,Superstar,Scorey,0.762,0.625,0,1,-8.874,0.137,0.0908,0.0,0.249,0.592,84.044,151429
2928,1Ki17pNCo4fqAV0QWQ2TY7,Don't Make No Sense,Scorey,0.695,0.692,0,1,-6.613,0.159,0.0585,0.0,0.111,0.281,82.679,139729
2929,0SMtvohNQl1xw1g67UwplX,Without You,Scorey,0.769,0.566,2,1,-5.102,0.0307,0.645,0.0,0.0676,0.822,97.999,217959
2930,4ZcOJracZ42iM1lbffdtUI,Love Died,Scorey,0.772,0.363,0,0,-9.7,0.0574,0.307,0.0,0.115,0.164,151.941,214431
2931,6pcywuOeGGWeOQzdUyti6k,Glock In My Lap,21 Savage,0.847,0.733,10,0,-6.439,0.16,0.00574,1.04e-05,0.151,0.202,130.029,193591
2932,3ruoIF2UnoXdzK8mR61ebq,Rich Nigga Shit (feat. Young Thug),21 Savage,0.825,0.733,1,0,-5.625,0.0969,0.349,0.0,0.112,0.62,97.974,190331
2933,42Tohunwlh34o0mgxYx5iq,My Dawg,21 Savage,0.831,0.532,0,0,-5.319,0.301,0.0652,0.0,0.464,0.364,140.105,181716
2934,11XegnWeJHBDtj9IsNwngu,Said N Done,21 Savage,0.775,0.566,11,1,-6.661,0.283,0.0381,0.000341,0.127,0.479,160.351,231831
2935,3QzAOrNlsabgbMwlZt7TAY,Ballin' (with Roddy Ricch),Mustard,0.809,0.545,7,1,-6.678,0.0735,0.392,0.0,0.151,0.244,97.008,180435
2936,4j13h3sia1FhQG18bjSXEC,Interstate 10 (feat. Future),Mustard,0.83,0.489,2,1,-7.212,0.343,0.167,0.0,0.204,0.0676,101.985,197668
2937,4vVjPTApwXZwB2H3mBq3ml,HOTEL LOBBY (Unc & Phew),Quavo,0.825,0.649,11,1,-4.297,0.169,0.117,0.0,0.232,0.143,127.978,142657
2938,0d9oqmTm5fqhml3wg7FEs1,See Bout It (feat. Mustard),Quavo,0.545,0.68,6,0,-5.112,0.293,0.127,6.09e-06,0.327,0.422,101.04,180594
2939,6PvHZ5vVjUhngh0t3pIsPc,Chocolate (feat. Young Thug and Gunna),Quavo,0.854,0.611,1,0,-6.824,0.228,0.2,0.0,0.19,0.728,129.003,208372
2940,3v1zVVdzNVNt7vmI9VG2gq,Malibu (feat. Polo G),Migos,0.831,0.719,10,1,-6.836,0.235,0.514,0.0,0.0675,0.859,155.038,248652
2941,7tt5I7ztXfKzZRqyL2FCYb,Birthday,Migos,0.842,0.593,0,0,-6.903,0.347,0.283,0.0,0.0955,0.734,169.963,227227
2942,58H8cWvvaFLFg2g7SdOO44,What You See (feat. Justin Bieber),Migos,0.701,0.798,7,0,-5.123,0.0584,0.0841,0.0,0.13,0.672,77.516,179652
2943,1cMMVJ4FDqhCci9efd1BU6,Need It (feat. YoungBoy Never Broke Again),Migos,0.852,0.747,11,0,-3.666,0.169,0.0311,0.0,0.0789,0.898,148.005,195681
2944,2eN0rxTtgxKkmVCNgizayr,Greatness,Quavo,0.825,0.718,1,1,-2.896,0.0518,0.0732,0.000157,0.142,0.919,139.983,185001
2945,6H0dvZoFJCMmai10qAwTpv,4 Sons of a King,YoungBoy Never Broke Again,0.805,0.531,5,1,-7.463,0.241,0.043,0.0,0.116,0.789,151.987,127368
2946,7cRICdVlu6iVX8jsYnMzaq,Slime Belief,YoungBoy Never Broke Again,0.748,0.578,9,1,-5.72,0.194,0.257,0.0,0.13,0.166,140.016,192606
2947,0vJyOURdYuWI5UQKhtsRfL,One Shot (feat. Lil Baby) - From Road To Fast 9 Mixtape,YoungBoy Never Broke Again,0.589,0.684,1,0,-4.51,0.394,0.143,0.0,0.214,0.261,112.592,196542
2948,3qHgGyJY4GpXNOK4WL4NSo,Red Eye,YoungBoy Never Broke Again,0.485,0.814,9,1,-3.907,0.138,0.217,0.0,0.112,0.327,159.894,156077
2949,3eeyKNIBrt5TH4y0y3QkOu,Hot Now,YoungBoy Never Broke Again,0.739,0.637,4,0,-5.79,0.44,0.232,0.0,0.634,0.513,164.91,128414
2950,6klLvorLoo1sxvZcjJIY8I,Make No Sense,YoungBoy Never Broke Again,0.876,0.733,10,0,-4.478,0.333,0.0208,0.0,0.0999,0.962,154.904,148630
2951,1jWHtG4UXwH7JkEGY559Pa,Drug Addiction,YoungBoy Never Broke Again,0.819,0.738,1,0,-5.159,0.186,0.47,0.0,0.117,0.676,139.957,164650
2952,16oNc3gAxjqO7ifVoEYqCR,Cross Roads,YoungBoy Never Broke Again,0.714,0.722,0,1,-5.685,0.0538,0.0735,0.0,0.114,0.439,143.019,168046
2953,6FiySur7YZL0Kff2YVGsEB,Right Foot Creep,YoungBoy Never Broke Again,0.725,0.79,3,0,-4.773,0.327,0.346,0.0,0.195,0.815,157.99,159086
2954,0nEWVyeYLtIi3JUHpASGiU,Dirty Stick,YoungBoy Never Broke Again,0.614,0.789,0,1,-4.859,0.541,0.178,0.0,0.396,0.349,106.704,169953
2955,1SF8piqsZWn86DajVKih8F,Kacey Talk,YoungBoy Never Broke Again,0.877,0.607,10,0,-7.818,0.15,0.535,0.0,0.138,0.773,127.055,151249
2956,7IECs9d4Rrlpa7tiHOCE1w,My Window (feat. Lil Wayne),YoungBoy Never Broke Again,0.778,0.662,8,0,-6.081,0.308,0.187,0.0,0.116,0.571,149.935,192000
2957,1qNEYOlDVjTWoINqQ5lQMR,I'm Up,YoungBoy Never Broke Again,0.729,0.6,2,1,-6.522,0.358,0.121,0.0,0.0989,0.287,82.463,146094
2958,7xqpOUezLTYW1zMNFqnBZs,Reaper's Child,YoungBoy Never Broke Again,0.759,0.701,2,0,-4.861,0.182,0.394,0.0,0.0976,0.717,123.933,203226
2959,4Boj4bBiDv6Ur1zKEvLXBI,House Arrest Tingz,YoungBoy Never Broke Again,0.725,0.583,7,1,-8.562,0.345,0.141,0.0,0.102,0.257,159.989,168281
2960,0I1rmnYvGPi34cuKthB0sh,To My Lowest,YoungBoy Never Broke Again,0.633,0.771,5,0,-4.222,0.144,0.0749,0.0,0.127,0.468,81.317,185731
2961,2cEnKRR4dYBB2VA1mjlb1z,Nevada,YoungBoy Never Broke Again,0.777,0.59,0,0,-8.741,0.286,0.397,0.0,0.169,0.238,147.978,155738
2962,2f2WskmLwsLtGkjntD8NG7,No Where,YoungBoy Never Broke Again,0.657,0.496,5,1,-7.346,0.0889,0.213,0.0,0.12,0.352,146.061,157845
